Symbols,Score
ADH7,0.298
ADHFE1,0.3
ADI1,0.429
ADIG,0.355
ADIPOQ,0.258
ADIPOR1,0.315
ADIPOR2,0.329
ADIRF,0.385
ADISSP,0.205
ADK,0.436
ADM,0.294
ADM2,0.271
ADM5,0.204
ADNP,0.348
ADNP2,0.377
ADO,0.295
ADORA1,0.291
ADORA2A,0.302
ADORA2B,0.239
ADORA3,0.233
ADPGK,0.309
ADPRH,0.348
ADPRHL1,0.165
ADPRM,0.283
ADPRS,0.345
ADRA1A,0.317
ADRA1B,0.383
ADRA1D,0.35
ADRA2A,0.341
ADRA2B,0.314
ADRA2C,0.361
ADRB1,0.313
ADRB2,0.35
ADRB3,0.322
ADRM1,0.487
ADSL,0.259
ADSS1,0.354
ADSS2,0.389
ADTRP,0.246
AEBP1,0.351
AEBP2,0.337
AEN,0.426
AFAP1,0.416
AFAP1L1,0.388
AFAP1L2,0.4
AFDN,0.414
AFF1,0.379
AFF2,0.314
AFF3,0.382
AFF4,0.455
AFG1L,0.488
AFG2A,0.393
AFG2B,0.301
AFG3L2,0.409
AFM,0.229
AFMID,0.313
AFP,0.417
AFTPH,0.405
AGA,0.388
AGAP1,0.316
AGAP2,0.402
AGAP3,0.388
AGAP4,0.25
AGAP5,0.25
AGAP6,0.25
AGAP9,0.25
AGBL1,0.374
AGBL2,0.424
AGBL3,0.323
AGBL4,0.463
AGBL5,0.457
AGER,0.327
AGFG1,0.441
AGFG2,0.209
AGGF1,0.39
AGK,0.452
AGL,0.39
AGMAT,0.272
AGMO,0.288
AGO1,0.357
AGO2,0.34
AGO3,0.387
AGO4,0.404
AGPAT1,0.366
AGPAT2,0.299
AGPAT3,0.342
AGPAT4,0.357
AGPAT5,0.414
AGPS,0.46
AGR2,0.347
AGR3,0.41
AGRN,0.405
AGRP,0.286
AGT,0.252
AGTPBP1,0.492
AGTR1,0.281
AGTR2,0.278
AGTRAP,0.44
AGXT,0.438
AGXT2,0.305
AHCTF1,0.445
AHCY,0.4
AHCYL1,0.395
AHCYL2,0.41
AHDC1,0.071
AHI1,0.452
AHNAK,0.471
AHNAK2,0.476
AHR,0.397
AHRR,0.411
AHSA1,0.399
AHSG,0.283
AHSP,0.463
AICDA,0.39
AIDA,0.379
AIF1,0.361
AIF1L,0.419
AIFM1,0.371
AIFM2,0.419
AIFM3,0.383
AIG1,0.258
AIM2,0.384
AIMP1,0.398
AIMP2,0.453
AIP,0.469
AIPL1,0.466
AIRE,0.377
AIRIM,0.367
AJAP1,0.365
AJM1,0.239
AJUBA,0.455
AK1,0.354
AK2,0.332
AK3,0.441
AK4,0.376
AK5,0.424
AK6,0.516
AK7,0.412
AK8,0.475
AK9,0.415
AKAIN1,0.161
AKAP1,0.407
AKAP10,0.444
AKAP11,0.568
AKAP12,0.463
AKAP13,0.492
AKAP14,0.404
AKAP17A,0.447
AKAP3,0.402
AKAP4,0.498
AKAP5,0.44
AKAP6,0.4
AKAP7,0.444
AKAP8,0.489
AKAP8L,0.502
AKAP9,0.537
AKIP1,0.384
AKIRIN1,0.382
AKIRIN2,0.375
AKNA,0.406
AKR1A1,0.345
AKR1B1,0.282
AKR1B10,0.346
AKR1B15,0.315
AKR1C1,0.309
AKR1C2,0.314
AKR1C3,0.251
AKR1C4,0.264
AKR1C8,0.297
AKR1D1,0.272
AKR1E2,0.328
AKR7A2,0.366
AKR7A3,0.385
AKR7L,0.268
AKT1,0.355
AKT1S1,0.439
AKT2,0.442
AKT3,0.506
AKTIP,0.403
ALAD,0.269
ALAS1,0.495
ALAS2,0.385
ALB,0.408
ALCAM,0.359
ALDH16A1,0.148
ALDH18A1,0.456
ALDH1A1,0.322
ALDH1A2,0.308
ALDH1A3,0.373
ALDH1B1,0.345
ALDH1L1,0.287
ALDH1L2,0.292
ALDH2,0.27
ALDH3A1,0.383
ALDH3A2,0.361
ALDH3B1,0.362
ALDH3B2,0.281
ALDH4A1,0.338
ALDH5A1,0.34
ALDH6A1,0.361
ALDH7A1,0.382
ALDH8A1,0.259
ALDH9A1,0.289
ALDOA,0.441
ALDOB,0.459
ALDOC,0.459
ALG1,0.298
ALG10,0.255
ALG10B,0.336
ALG11,0.263
ALG12,0.336
ALG13,0.294
ALG14,0.279
ALG1L2,0.274
ALG2,0.48
ALG3,0.362
ALG5,0.293
ALG6,0.284
ALG8,0.353
ALG9,0.281
ALK,0.441
ALKAL1,0.276
ALKAL2,0.276
ALKBH1,0.332
ALKBH2,0.34
ALKBH3,0.413
ALKBH4,0.445
ALKBH5,0.386
ALKBH6,0.406
ALKBH7,0.296
ALKBH8,0.433
ALLC,0.076
ALMS1,0.659
ALOX12,0.33
ALOX12B,0.35
ALOX15,0.351
ALOX15B,0.378
ALOX5,0.39
ALOX5AP,0.378
ALOXE3,0.366
ALPG,0.264
ALPI,0.337
ALPK1,0.516
ALPK2,0.311
ALPK3,0.468
ALPL,0.304
ALPP,0.347
ALS2,0.391
ALS2CL,0.382
ALX1,0.38
ALX3,0.286
ALX4,0.337
ALYREF,0.425
AMACR,0.432
AMBN,0.397
AMBP,0.365
AMBRA1,0.447
AMD1,0.294
AMDHD1,0.285
AMDHD2,0.376
AMELX,0.416
AMELY,0.121
AMER1,0.458
AMER2,0.34
AMER3,0.339
AMFR,0.463
AMH,0.285
AMHR2,0.487
AMIGO1,0.237
AMIGO2,0.376
AMIGO3,0.144
AMMECR1,0.368
AMN,0.346
AMN1,0.26
AMOT,0.415
AMOTL1,0.462
AMOTL2,0.461
AMPD1,0.309
AMPD2,0.346
AMPD3,0.349
AMPH,0.461
AMT,0.308
AMTN,0.378
AMY2A,0.188
AMY2B,0.165
AMZ1,0.208
AMZ2,0.208
ANAPC1,0.448
ANAPC10,0.43
ANAPC11,0.538
ANAPC13,0.408
ANAPC15,0.416
ANAPC16,0.466
ANAPC2,0.494
ANAPC4,0.55
ANAPC5,0.496
ANAPC7,0.495
ANG,0.383
ANGEL1,0.408
ANGEL2,0.333
ANGPT1,0.281
ANGPT2,0.335
ANGPT4,0.208
ANGPTL1,0.221
ANGPTL2,0.273
ANGPTL3,0.274
ANGPTL4,0.289
ANGPTL5,0.206
ANGPTL6,0.246
ANGPTL7,0.227
ANGPTL8,0.296
ANHX,0.283
ANK1,0.533
ANK2,0.371
ANK3,0.405
ANKAR,0.057
ANKDD1A,0.09
ANKDD1B,0.09
ANKEF1,0.064
ANKFY1,0.408
ANKH,0.217
ANKHD1,0.354
ANKIB1,0.418
ANKK1,0.311
ANKLE1,0.396
ANKLE2,0.4
ANKMY1,0.073
ANKMY2,0.297
ANKRA2,0.494
ANKRD1,0.407
ANKRD10,0.157
ANKRD11,0.352
ANKRD12,0.263
ANKRD13A,0.194
ANKRD13B,0.261
ANKRD13C,0.367
ANKRD13D,0.194
ANKRD16,0.271
ANKRD17,0.404
ANKRD2,0.401
ANKRD20A1,0.142
ANKRD23,0.41
ANKRD26,0.413
ANKRD27,0.406
ANKRD28,0.448
ANKRD30A,0.274
ANKRD30B,0.205
ANKRD33,0.308
ANKRD34B,0.235
ANKRD36B,0.157
ANKRD36C,0.03
ANKRD37,0.273
ANKRD39,0.205
ANKRD40,0.284
ANKRD44,0.157
ANKRD45,0.284
ANKRD46,0.057
ANKRD49,0.391
ANKRD50,0.307
ANKRD52,0.157
ANKRD53,0.516
ANKRD54,0.416
ANKRD6,0.298
ANKRD7,0.066
ANKRD9,0.383
ANKS1A,0.435
ANKS1B,0.394
ANKS3,0.157
ANKS4B,0.41
ANKS6,0.341
ANKZF1,0.37
ANLN,0.487
ANO1,0.331
ANO10,0.174
ANO2,0.368
ANO3,0.253
ANO4,0.258
ANO5,0.299
ANO6,0.297
ANO7,0.34
ANO8,0.309
ANO9,0.271
ANOS1,0.299
ANP32A,0.463
ANP32B,0.454
ANP32D,0.354
ANP32E,0.365
ANPEP,0.369
ANTKMT,0.142
ANTXR1,0.398
ANTXR2,0.369
ANTXRL,0.248
ANXA1,0.365
ANXA10,0.178
ANXA11,0.484
ANXA13,0.345
ANXA2,0.389
ANXA2R,0.048
ANXA3,0.325
ANXA4,0.457
ANXA5,0.326
ANXA6,0.39
ANXA7,0.427
ANXA8,0.342
ANXA8L1,0.276
ANXA9,0.373
AOAH,0.27
AOC1,0.297
AOC2,0.314
AOC3,0.375
AOPEP,0.38
AOX1,0.374
AP1AR,0.378
AP1B1,0.415
AP1G1,0.424
AP1G2,0.349
AP1M1,0.388
AP1M2,0.413
AP1S1,0.298
AP1S2,0.405
AP1S3,0.399
AP2A1,0.404
AP2A2,0.415
AP2B1,0.39
AP2M1,0.394
AP2S1,0.386
AP3B1,0.334
AP3B2,0.278
AP3D1,0.3
AP3M1,0.353
AP3M2,0.256
AP3S1,0.386
AP3S2,0.274
AP4B1,0.402
AP4E1,0.334
AP4M1,0.369
AP4S1,0.264
AP5B1,0.314
AP5M1,0.281
AP5S1,0.42
AP5Z1,0.427
APAF1,0.412
APBA1,0.403
APBA2,0.363
APBA3,0.399
APBB1,0.419
APBB1IP,0.47
APBB2,0.41
APBB3,0.476
APC,0.486
APC2,0.515
APCDD1,0.353
APCDD1L,0.057
APCS,0.341
APEH,0.421
APELA,0.259
APEX1,0.403
APEX2,0.383
APH1A,0.439
APH1B,0.421
API5,0.427
APIP,0.404
APLF,0.428
APLN,0.296
APLNR,0.277
APLP1,0.393
APLP2,0.446
APMAP,0.266
APOA1,0.324
APOA2,0.319
APOA4,0.309
APOA5,0.302
APOB,0.342
APOBEC1,0.34
APOBEC2,0.388
APOBEC3A,0.355
APOBEC3B,0.313
APOBEC3C,0.366
APOBEC3D,0.328
APOBEC3F,0.387
APOBEC3G,0.397
APOBEC3H,0.375
APOBEC4,0.135
APOBR,0.205
APOC1,0.234
APOC2,0.233
APOC3,0.232
APOC4,0.174
APOD,0.317
APOE,0.287
APOF,0.203
APOH,0.289
APOL1,0.345
APOL2,0.334
APOL3,0.317
APOL4,0.326
APOL5,0.321
APOL6,0.319
APOLD1,0.411
APOM,0.199
APOO,0.372
APOOL,0.368
APP,0.351
APPBP2,0.421
APPL1,0.429
APPL2,0.398
APRT,0.355
APTX,0.445
AQP1,0.282
AQP10,0.179
AQP11,0.363
AQP12A,0.241
AQP12B,0.241
AQP2,0.326
AQP3,0.276
AQP4,0.358
AQP5,0.368
AQP6,0.261
AQP7,0.278
AQP7B,0.117
AQP8,0.208
AQP9,0.214
AQR,0.439
AR,0.405
ARAF,0.543
ARAP1,0.457
ARAP2,0.311
ARAP3,0.455
ARB2A,0.314
ARC,0.339
ARCN1,0.325
AREG,0.357
AREL1,0.373
ARF1,0.379
ARF3,0.329
ARF4,0.386
ARF5,0.39
ARF6,0.398
ARFGAP1,0.344
ARFGAP2,0.339
ARFGAP3,0.362
ARFGEF1,0.466
ARFGEF2,0.453
ARFGEF3,0.238
ARFIP1,0.387
ARFIP2,0.523
ARFRP1,0.407
ARG1,0.271
ARG2,0.258
ARGFX,0.264
ARGLU1,0.381
ARHGAP1,0.399
ARHGAP10,0.441
ARHGAP11A,0.28
ARHGAP11B,0.29
ARHGAP12,0.34
ARHGAP15,0.311
ARHGAP17,0.449
ARHGAP18,0.404
ARHGAP19,0.379
ARHGAP20,0.28
ARHGAP21,0.457
ARHGAP22,0.406
ARHGAP23,0.276
ARHGAP24,0.462
ARHGAP25,0.325
ARHGAP26,0.465
ARHGAP27,0.401
ARHGAP28,0.314
ARHGAP29,0.345
ARHGAP30,0.324
ARHGAP31,0.314
ARHGAP32,0.471
ARHGAP33,0.384
ARHGAP35,0.366
ARHGAP36,0.28
ARHGAP39,0.401
ARHGAP4,0.428
ARHGAP40,0.324
ARHGAP42,0.165
ARHGAP44,0.361
ARHGAP45,0.385
ARHGAP5,0.436
ARHGAP6,0.404
ARHGAP8,0.388
ARHGAP9,0.387
ARHGDIA,0.392
ARHGDIB,0.414
ARHGDIG,0.395
ARHGEF1,0.406
ARHGEF10,0.534
ARHGEF10L,0.352
ARHGEF11,0.397
ARHGEF12,0.388
ARHGEF15,0.357
ARHGEF16,0.384
ARHGEF17,0.356
ARHGEF18,0.431
ARHGEF19,0.356
ARHGEF2,0.399
ARHGEF25,0.386
ARHGEF26,0.363
ARHGEF28,0.393
ARHGEF3,0.378
ARHGEF33,0.1
ARHGEF37,0.277
ARHGEF38,0.277
ARHGEF39,0.315
ARHGEF4,0.438
ARHGEF40,0.276
ARHGEF5,0.474
ARHGEF6,0.409
ARHGEF7,0.387
ARHGEF9,0.344
ARID1A,0.381
ARID1B,0.467
ARID2,0.39
ARID3A,0.436
ARID3B,0.359
ARID3C,0.319
ARID4A,0.406
ARID4B,0.435
ARID5A,0.388
ARID5B,0.366
ARIH1,0.479
ARIH2,0.478
ARK2C,0.385
ARK2N,0.157
ARL1,0.398
ARL10,0.08
ARL11,0.436
ARL13A,0.312
ARL13B,0.428
ARL14,0.412
ARL14EP,0.459
ARL15,0.223
ARL16,0.201
ARL17A,0.259
ARL17B,0.259
ARL2,0.533
ARL2BP,0.471
ARL3,0.502
ARL4A,0.505
ARL4C,0.433
ARL4D,0.448
ARL5A,0.289
ARL5B,0.289
ARL5C,0.289
ARL6,0.439
ARL6IP1,0.422
ARL6IP4,0.423
ARL6IP5,0.397
ARL6IP6,0.057
ARL8A,0.466
ARL8B,0.474
ARL9,0.08
ARMC1,0.187
ARMC10,0.27
ARMC12,0.183
ARMC2,0.157
ARMC3,0.05
ARMC5,0.288
ARMC6,0.282
ARMC7,0.157
ARMC8,0.404
ARMC9,0.366
ARMCX1,0.284
ARMCX2,0.148
ARMCX3,0.224
ARMCX4,0.057
ARMCX5,0.157
ARMCX6,0.148
ARMH3,0.204
ARMH4,0.057
ARMS2,0.218
ARMT1,0.292
ARNT,0.41
ARNT2,0.394
ARPC1A,0.464
ARPC1B,0.423
ARPC2,0.448
ARPC3,0.447
ARPC4,0.484
ARPC5,0.437
ARPC5L,0.419
ARPIN,0.278
ARPP19,0.429
ARPP21,0.361
ARR3,0.418
ARRB1,0.431
ARRB2,0.42
ARRDC1,0.439
ARRDC2,0.219
ARRDC3,0.369
ARRDC4,0.408
ARSA,0.344
ARSB,0.328
ARSD,0.257
ARSF,0.233
ARSG,0.324
ARSH,0.246
ARSI,0.311
ARSJ,0.235
ARSK,0.235
ARSL,0.308
ART1,0.317
ART3,0.288
ART4,0.283
ART5,0.213
ARTN,0.336
ARV1,0.275
ARVCF,0.415
ARX,0.309
AS3MT,0.28
ASAH1,0.266
ASAH2,0.3
ASAH2B,0.134
ASAP1,0.493
ASAP2,0.32
ASAP3,0.423
ASB1,0.468
ASB10,0.395
ASB11,0.357
ASB12,0.442
ASB13,0.455
ASB14,0.338
ASB15,0.338
ASB16,0.455
ASB17,0.338
ASB18,0.338
ASB2,0.48
ASB3,0.455
ASB4,0.408
ASB5,0.331
ASB6,0.455
ASB7,0.455
ASB8,0.338
ASB9,0.469
ASCC1,0.409
ASCC2,0.283
ASCC3,0.471
ASCL1,0.345
ASCL2,0.387
ASCL3,0.314
ASCL4,0.365
ASCL5,0.331
ASDURF,0.199
ASF1A,0.441
ASF1B,0.424
ASGR1,0.353
ASGR2,0.41
ASH1L,0.396
ASH2L,0.443
ASIC1,0.3
ASIC2,0.264
ASIC3,0.227
ASIC4,0.136
ASIC5,0.164
ASIP,0.308
ASL,0.413
ASMT,0.374
ASMTL,0.375
ASNS,0.375
ASNSD1,0.216
ASPA,0.425
ASPDH,0.135
ASPG,0.256
ASPH,0.376
ASPHD1,0.183
ASPHD2,0.237
ASPM,0.486
ASPN,0.176
ASPRV1,0.171
ASPSCR1,0.454
ASRGL1,0.345
ASS1,0.35
ASTE1,0.219
ASTL,0.341
ASTN1,0.259
ASTN2,0.294
ASXL1,0.417
ASXL2,0.413
ASXL3,0.38
ASZ1,0.323
ATAD1,0.287
ATAD2,0.447
ATAD2B,0.409
ATAD3A,0.413
ATAD3B,0.402
ATAD3C,0.386
ATAD5,0.427
ATAT1,0.481
ATCAY,0.399
ATE1,0.436
ATF1,0.414
ATF2,0.37
ATF3,0.391
ATF4,0.351
ATF5,0.448
ATF6,0.413
ATF6B,0.391
ATF7,0.432
ATF7IP,0.412
ATF7IP2,0.183
ATG10,0.341
ATG101,0.485
ATG12,0.475
ATG13,0.435
ATG14,0.426
ATG16L1,0.481
ATG16L2,0.277
ATG2A,0.521
ATG2B,0.406
ATG3,0.472
ATG4A,0.446
ATG4B,0.447
ATG4C,0.371
ATG4D,0.32
ATG5,0.379
ATG7,0.392
ATG9A,0.436
ATG9B,0.326
ATIC,0.352
ATL1,0.441
ATL2,0.436
ATL3,0.453
ATM,0.437
ATMIN,0.422
ATN1,0.453
ATOH1,0.324
ATOH7,0.36
ATOH8,0.375
ATOSA,0.157
ATOSB,0.324
ATOX1,0.35
ATP10A,0.424
ATP10B,0.428
ATP10D,0.431
ATP11A,0.432
ATP11B,0.391
ATP11C,0.419
ATP12A,0.26
ATP13A1,0.311
ATP13A2,0.347
ATP13A3,0.271
ATP13A4,0.272
ATP13A5,0.272
ATP1A1,0.359
ATP1A2,0.285
ATP1A3,0.327
ATP1A4,0.257
ATP1B1,0.31
ATP1B2,0.31
ATP1B3,0.252
ATP1B4,0.375
ATP23,0.491
ATP2A1,0.333
ATP2A2,0.341
ATP2A3,0.313
ATP2B1,0.366
ATP2B2,0.362
ATP2B3,0.352
ATP2B4,0.363
ATP2C1,0.295
ATP2C2,0.315
ATP4A,0.243
ATP4B,0.233
ATP5F1A,0.42
ATP5F1B,0.417
ATP5F1C,0.313
ATP5F1D,0.355
ATP5F1E,0.272
ATP5IF1,0.373
ATP5MC1,0.366
ATP5MC2,0.335
ATP5MC3,0.29
ATP5ME,0.285
ATP5MF,0.305
ATP5MG,0.274
ATP5MGL,0.219
ATP5MJ,0.256
ATP5MK,0.206
ATP5PB,0.39
ATP5PD,0.31
ATP5PF,0.299
ATP5PO,0.384
ATP6AP1,0.295
ATP6AP2,0.355
ATP6V0A1,0.389
ATP6V0A2,0.32
ATP6V0A4,0.329
ATP6V0B,0.23
ATP6V0C,0.287
ATP6V0D1,0.39
ATP6V0D2,0.313
ATP6V0E1,0.208
ATP6V0E2,0.181
ATP6V1A,0.338
ATP6V1B1,0.362
ATP6V1B2,0.399
ATP6V1C1,0.349
ATP6V1C2,0.3
ATP6V1D,0.439
ATP6V1E1,0.347
ATP6V1E2,0.322
ATP6V1F,0.299
ATP6V1G1,0.35
ATP6V1G2,0.246
ATP6V1G3,0.32
ATP6V1H,0.317
ATP7A,0.355
ATP7B,0.386
ATP8A1,0.39
ATP8A2,0.356
ATP8B1,0.416
ATP8B2,0.382
ATP8B3,0.389
ATP8B4,0.377
ATP9A,0.369
ATP9B,0.359
ATPAF1,0.39
ATPAF2,0.45
ATPSCKMT,0.253
ATR,0.501
ATRAID,0.425
ATRIP,0.412
ATRN,0.328
ATRNL1,0.215
ATRX,0.45
ATXN1,0.478
ATXN10,0.507
ATXN1L,0.403
ATXN2,0.466
ATXN2L,0.497
ATXN3,0.508
ATXN3L,0.341
ATXN7,0.583
ATXN7L1,0.157
ATXN7L3,0.399
ATXN7L3B,0.367
ATXN8,0.183
AUH,0.276
AUNIP,0.541
AUP1,0.331
AURKA,0.633
AURKAIP1,0.456
AURKB,0.578
AURKC,0.654
AUTS2,0.409
AVEN,0.317
AVIL,0.457
AVL9,0.211
AVP,0.315
AVPI1,0.273
AVPR1A,0.295
AVPR1B,0.289
AVPR2,0.341
AWAT1,0.234
AWAT2,0.242
AXIN1,0.5
AXIN2,0.452
AXL,0.355
AZGP1,0.322
AZI2,0.371
AZIN1,0.384
AZIN2,0.41
AZU1,0.287
B2M,0.328
B3GALNT1,0.306
B3GALNT2,0.317
B3GALT1,0.306
B3GALT2,0.297
B3GALT4,0.291
B3GALT5,0.304
B3GALT6,0.314
B3GALT9,0.3
B3GAT1,0.331
B3GAT2,0.296
B3GAT3,0.364
B3GLCT,0.272
B3GNT2,0.376
B3GNT3,0.32
B3GNT4,0.302
B3GNT5,0.313
B3GNT6,0.321
B3GNT7,0.302
B3GNT8,0.381
B3GNT9,0.339
B3GNTL1,0.062
B4GALNT1,0.278
B4GALNT2,0.286
B4GALNT3,0.19
B4GALNT4,0.19
B4GALT1,0.33
B4GALT2,0.348
B4GALT3,0.342
B4GALT4,0.327
B4GALT5,0.29
B4GALT6,0.294
B4GALT7,0.426
B4GAT1,0.388
B9D1,0.46
B9D2,0.571
BAALC,0.301
BAAT,0.368
BABAM1,0.511
BABAM2,0.485
BACE1,0.385
BACE2,0.361
BACH1,0.401
BACH2,0.294
BAD,0.291
BAG1,0.442
BAG2,0.478
BAG3,0.413
BAG4,0.437
BAG5,0.456
